date,dvol_close
2023-01-03,16.3062
2023-01-04,15.6302
2023-01-05,16.0151
2023-01-06,14.7301
2023-01-09,15.5755
2023-01-10,14.6006
2023-01-11,14.9305
2023-01-12,13.3215
2023-01-13,12.8198
2023-01-17,13.8123
2023-01-18,14.6932
2023-01-19,14.8303
2023-01-20,13.9643
2023-01-23,13.8220
2023-01-24,13.2319
2023-01-25,12.8120
2023-01-26,12.5857
2023-01-27,12.3987
2023-01-30,13.3458
2023-01-31,13.0411
2023-02-01,12.0211
2023-02-02,12.5768
2023-02-03,12.2662
2023-02-06,13.0707
2023-02-07,12.5765
2023-02-08,13.0398
2023-02-09,13.7799
2023-02-10,13.9315
2023-02-13,14.9902
2023-02-14,13.8157
2023-02-15,13.4232
2023-02-16,14.8821
2023-02-17,14.9691
2023-02-21,16.9777
2023-02-22,16.2905
2023-02-23,15.4558
2023-02-24,16.0178
2023-02-27,15.4787
2023-02-28,15.2670
2023-03-01,15.3370
2023-03-02,14.6292
2023-03-03,13.6937
2023-03-06,13.7542
2023-03-07,14.6216
2023-03-08,14.4882
2023-03-09,17.0607
2023-03-10,18.3153
2023-03-13,19.6889
2023-03-14,17.3159
2023-03-15,18.9460
2023-03-16,16.5893
2023-03-17,18.4478
2023-03-20,17.6476
2023-03-21,15.4885
2023-03-22,16.1959
2023-03-23,16.4460
2023-03-24,16.0355
2023-03-27,15.4777
2023-03-28,15.0660
2023-03-29,14.2784
2023-03-30,14.3753
2023-03-31,14.2401
2023-04-03,14.3619
2023-04-04,14.6847
2023-04-05,15.3000
2023-04-06,14.7569
2023-04-10,15.6057
2023-04-11,15.2117
2023-04-12,15.0880
2023-04-13,14.2908
2023-04-14,13.7962
2023-04-17,13.6682
2023-04-18,13.6189
2023-04-19,13.3007
2023-04-20,13.9264
2023-04-21,14.0031
2023-04-24,14.2989
2023-04-25,15.6566
2023-04-26,16.0830
2023-04-27,14.2630
2023-04-28,13.1905
2023-05-01,13.5316
2023-05-02,14.7946
2023-05-03,15.3035
2023-05-04,17.0457
2023-05-05,14.4189
2023-05-08,14.2416
2023-05-09,15.0548
2023-05-10,14.5221
2023-05-11,14.4881
2023-05-12,14.4237
2023-05-15,14.5371
2023-05-16,15.2801
2023-05-17,14.1191
2023-05-18,13.4046
2023-05-19,13.9396
2023-05-22,14.5290
2023-05-23,15.6699
2023-05-24,16.9659
2023-05-25,16.1734
2023-05-26,14.9604
2023-05-30,14.5477
2023-05-31,15.0616
2023-06-01,13.1162
2023-06-02,12.3484
2023-06-05,12.4678
2023-06-06,11.8058
2023-06-07,11.7419
2023-06-08,11.8095
2023-06-09,12.2025
2023-06-12,13.0576
2023-06-13,12.8921
2023-06-14,12.5522
2023-06-15,13.5950
2023-06-16,12.7123
2023-06-20,12.9950
2023-06-21,12.4449
2023-06-22,12.3539
2023-06-23,12.7282
2023-06-26,13.2014
2023-06-27,12.5599
2023-06-28,12.2408
2023-06-29,12.6910
2023-06-30,12.7269
2023-07-03,12.9402
2023-07-05,13.2537
2023-07-06,14.5110
2023-07-07,13.5361
2023-07-10,13.9132
2023-07-11,13.6487
2023-07-12,12.3537
2023-07-13,12.3980
2023-07-14,12.5145
2023-07-17,12.5763
2023-07-18,12.4771
2023-07-19,12.8622
2023-07-20,13.5188
2023-07-21,13.3882
2023-07-24,13.6027
2023-07-25,13.4909
2023-07-26,13.2155
2023-07-27,13.9949
2023-07-28,13.4766
2023-07-31,13.8812
2023-08-01,14.1564
2023-08-02,16.0876
2023-08-03,16.1222
2023-08-04,17.2808
2023-08-07,16.7808
2023-08-08,17.0611
2023-08-09,16.7911
2023-08-10,16.6936
2023-08-11,15.7078
2023-08-14,15.6638
2023-08-15,16.9243
2023-08-16,17.1842
2023-08-17,18.6987
2023-08-18,18.3195
2023-08-21,17.9891
2023-08-22,17.8232
2023-08-23,16.5773
2023-08-24,17.4422
2023-08-25,15.7658
2023-08-28,15.4627
2023-08-29,14.3893
2023-08-30,13.7721
2023-08-31,13.9195
2023-09-01,13.5287
2023-09-05,14.6907
2023-09-06,14.8927
2023-09-07,14.8490
2023-09-08,14.2533
2023-09-11,14.2123
2023-09-12,14.7289
2023-09-13,13.9938
2023-09-14,12.9006
2023-09-15,13.1866
2023-09-18,13.5946
2023-09-19,13.6912
2023-09-20,14.5308
2023-09-21,16.1747
2023-09-22,15.9761
2023-09-25,15.6941
2023-09-26,17.5488
2023-09-27,16.9279
2023-09-28,16.0002
2023-09-29,16.3689
2023-10-02,16.2677
2023-10-03,18.0424
2023-10-04,16.7987
2023-10-05,16.3918
2023-10-06,15.2776
2023-10-09,15.5318
2023-10-10,15.0755
2023-10-11,14.4119
2023-10-12,14.4223
2023-10-13,16.7669
2023-10-16,14.8070
2023-10-17,15.3343
2023-10-18,15.4333
2023-10-19,16.8983
2023-10-20,16.9373
2023-10-23,16.0279
2023-10-24,14.8281
2023-10-25,15.5527
2023-10-26,16.1764
2023-10-27,17.3903
2023-10-30,15.8713
2023-10-31,14.9009
2023-11-01,13.6069
2023-11-02,12.6867
2023-11-03,11.8158
2023-11-06,11.7739
2023-11-07,11.7550
2023-11-08,11.4692
2023-11-09,12.8026
2023-11-10,11.6445
2023-11-13,12.3902
2023-11-14,11.5193
2023-11-15,11.5179
2023-11-16,11.6749
2023-11-17,11.2925
2023-11-20,10.9875
2023-11-21,11.1167
2023-11-22,10.8625
2023-11-24,10.5392
2023-11-27,10.8184
2023-11-28,10.9522
2023-11-29,11.2242
2023-11-30,11.2159
2023-12-01,10.9410
2023-12-04,11.1306
2023-12-05,10.9484
2023-12-06,11.0046
2023-12-07,11.0161
2023-12-08,10.3653
2023-12-11,10.7086
2023-12-12,10.2456
2023-12-13,10.7494
2023-12-14,11.2961
2023-12-15,11.1280
2023-12-18,11.3806
2023-12-19,11.5433
2023-12-20,13.0033
2023-12-21,13.1413
2023-12-22,12.5482
2023-12-26,12.8071
2023-12-27,12.2211
2023-12-28,12.2625
2023-12-29,12.1105
2024-01-02,13.2363
2024-01-03,14.1510
2024-01-04,14.2687
2024-01-05,13.4640
2024-01-08,13.0413
2024-01-09,12.7418
2024-01-10,12.6632
2024-01-11,12.3707
2024-01-12,12.5781
2024-01-16,13.7906
2024-01-17,14.7391
2024-01-18,13.9632
2024-01-19,13.1641
2024-01-22,13.0498
2024-01-23,12.7809
2024-01-24,13.5251
2024-01-25,13.8948
2024-01-26,14.1456
2024-01-29,14.7672
2024-01-30,13.6763
2024-01-31,14.0037
2024-02-01,13.5745
2024-02-02,13.5809
2024-02-05,13.5156
2024-02-06,13.2045
2024-02-07,12.8253
2024-02-08,12.8078
2024-02-09,12.9118
2024-02-12,12.6910
2024-02-13,14.6198
2024-02-14,13.2457
2024-02-15,13.6294
2024-02-16,13.7269
2024-02-20,14.7899
2024-02-21,14.6618
2024-02-22,13.3163
2024-02-23,12.6024
2024-02-26,12.6524
2024-02-27,12.3853
2024-02-28,12.7199
2024-02-29,12.4399
2024-03-01,12.2409
2024-03-04,12.3261
2024-03-05,13.1525
2024-03-06,13.3414
2024-03-07,13.1550
2024-03-08,13.3989
2024-03-11,13.8857
2024-03-12,12.5001
2024-03-13,12.4192
2024-03-14,13.0396
2024-03-15,12.3993
2024-03-18,12.2628
2024-03-19,11.7182
2024-03-20,10.9715
2024-03-21,10.8283
2024-03-22,10.7112
2024-03-25,10.5875
2024-03-26,10.5840
2024-03-27,10.5307
2024-03-28,10.6972
2024-04-01,11.4723
2024-04-02,12.9928
2024-04-03,12.0690
2024-04-04,14.2604
2024-04-05,14.0094
