date,dvol_close
2023-01-03,14.6151
2023-01-04,14.2613
2023-01-05,14.5783
2023-01-06,13.9115
2023-01-09,14.7363
2023-01-10,13.8344
2023-01-11,14.1006
2023-01-12,12.6745
2023-01-13,12.4202
2023-01-17,12.9924
2023-01-18,14.6619
2023-01-19,14.7777
2023-01-20,14.1751
2023-01-23,13.8969
2023-01-24,13.5495
2023-01-25,13.2191
2023-01-26,12.8918
2023-01-27,12.7473
2023-01-30,13.6478
2023-01-31,13.0505
2023-02-01,12.0306
2023-02-02,12.6073
2023-02-03,12.3035
2023-02-06,13.0730
2023-02-07,12.4419
2023-02-08,13.0175
2023-02-09,13.6991
2023-02-10,13.8377
2023-02-13,15.1848
2023-02-14,14.3149
2023-02-15,13.7820
2023-02-16,15.0769
2023-02-17,15.2504
2023-02-21,17.0023
2023-02-22,16.3853
2023-02-23,15.3671
2023-02-24,15.7696
2023-02-27,15.2440
2023-02-28,15.1398
2023-03-01,15.3357
2023-03-02,14.8581
2023-03-03,14.0267
2023-03-06,14.1166
2023-03-07,14.7113
2023-03-08,14.4530
2023-03-09,17.0251
2023-03-10,18.3932
2023-03-13,19.7464
2023-03-14,17.5151
2023-03-15,19.3516
2023-03-16,16.7435
2023-03-17,18.4355
2023-03-20,17.6828
2023-03-21,15.7508
2023-03-22,16.1889
2023-03-23,16.4613
2023-03-24,16.3749
2023-03-27,15.8058
2023-03-28,15.2967
2023-03-29,14.4894
2023-03-30,14.3346
2023-03-31,14.2869
2023-04-03,14.1820
2023-04-04,14.4913
2023-04-05,14.5952
2023-04-06,14.0501
2023-04-10,13.7197
2023-04-11,13.6401
2023-04-12,13.6872
2023-04-13,12.8021
2023-04-14,12.2365
2023-04-17,12.1838
2023-04-18,12.1169
2023-04-19,10.6464
2023-04-20,10.9128
2023-04-21,10.9302
2023-04-24,11.1450
2023-04-25,12.0807
2023-04-26,12.2759
2023-04-27,11.0380
2023-04-28,10.1857
2023-05-01,10.5240
2023-05-02,11.5148
2023-05-03,11.9939
2023-05-04,13.1415
2023-05-05,11.1310
2023-05-08,11.0593
2023-05-09,11.6620
2023-05-10,11.1082
2023-05-11,11.1231
2023-05-12,11.0585
2023-05-15,11.0111
2023-05-16,11.4953
2023-05-17,10.6497
2023-05-18,10.1634
2023-05-19,10.3017
2023-05-22,11.5415
2023-05-23,12.4003
2023-05-24,13.4702
2023-05-25,12.9825
2023-05-26,12.0386
2023-05-30,11.8809
2023-05-31,12.0525
2023-06-01,10.1099
2023-06-02,9.8299
2023-06-05,9.9276
2023-06-06,9.5114
2023-06-07,9.4973
2023-06-08,9.5635
2023-06-09,9.9172
2023-06-12,10.6663
2023-06-13,10.4694
2023-06-14,10.0113
2023-06-15,10.8333
2023-06-16,10.2694
2023-06-20,10.8792
2023-06-21,10.4864
2023-06-22,10.6214
2023-06-23,10.9953
2023-06-26,10.9954
2023-06-27,10.4270
2023-06-28,10.3123
2023-06-29,10.5643
2023-06-30,10.6314
2023-07-03,10.8511
2023-07-05,11.2758
2023-07-06,12.2192
2023-07-07,12.0995
2023-07-10,12.3018
2023-07-11,12.0758
2023-07-12,10.9398
2023-07-13,10.9855
2023-07-14,10.9319
2023-07-17,10.9935
2023-07-18,10.6962
2023-07-19,11.2961
2023-07-20,11.5570
2023-07-21,11.3244
2023-07-24,11.4798
2023-07-25,11.3952
2023-07-26,11.3744
2023-07-27,12.3993
2023-07-28,11.9322
2023-07-31,12.2718
2023-08-01,12.5755
2023-08-02,14.3653
2023-08-03,14.1747
2023-08-04,15.6083
2023-08-07,14.9614
2023-08-08,15.1989
2023-08-09,15.0690
2023-08-10,14.9992
2023-08-11,14.0368
2023-08-14,13.9910
2023-08-15,15.3856
2023-08-16,15.4771
2023-08-17,16.9140
2023-08-18,16.5971
2023-08-21,16.4565
2023-08-22,15.6800
2023-08-23,14.8941
2023-08-24,15.6561
2023-08-25,14.2690
2023-08-28,14.0335
2023-08-29,12.7097
2023-08-30,12.2882
2023-08-31,12.2129
2023-09-01,11.8654
2023-09-05,12.8129
2023-09-06,13.0225
2023-09-07,12.9794
2023-09-08,12.4077
2023-09-11,12.5017
2023-09-12,13.1697
2023-09-13,12.5433
2023-09-14,11.9455
2023-09-15,12.4853
2023-09-18,12.8964
2023-09-19,12.5211
2023-09-20,13.2476
2023-09-21,15.0219
2023-09-22,14.8153
2023-09-25,14.5615
2023-09-26,16.1687
2023-09-27,15.6171
2023-09-28,14.8684
2023-09-29,15.0874
2023-10-02,15.0009
2023-10-03,16.5236
2023-10-04,15.7825
2023-10-05,16.3836
2023-10-06,15.1686
2023-10-09,15.3752
2023-10-10,15.2252
2023-10-11,14.4846
2023-10-12,15.1155
2023-10-13,17.8276
2023-10-16,16.1143
2023-10-17,16.4799
2023-10-18,17.1607
2023-10-19,18.9515
2023-10-20,18.8670
2023-10-23,17.7322
2023-10-24,16.6236
2023-10-25,17.2735
2023-10-26,17.3409
2023-10-27,18.2640
2023-10-30,17.3719
2023-10-31,16.1688
2023-11-01,14.7803
2023-11-02,13.3867
2023-11-03,12.5725
2023-11-06,12.5164
2023-11-07,12.5042
2023-11-08,12.2114
2023-11-09,12.8359
2023-11-10,11.7101
2023-11-13,12.2344
2023-11-14,11.5616
2023-11-15,11.6407
2023-11-16,11.9658
2023-11-17,11.5152
2023-11-20,11.0990
2023-11-21,11.1102
2023-11-22,10.9376
2023-11-24,10.6262
