date,close
2020-07-01,44.81999969482422
2020-07-02,44.880001068115234
2020-07-06,45.22999954223633
2020-07-07,45.209999084472656
2020-07-08,45.06999969482422
2020-07-09,43.90999984741211
2020-07-10,45.150001525878906
2020-07-13,45.25
2020-07-14,45.869998931884766
2020-07-15,46.400001525878906
2020-07-16,46.150001525878906
2020-07-17,46.81999969482422
2020-07-20,46.119998931884766
2020-07-21,47.20000076293945
2020-07-22,48.47999954223633
2020-07-23,48.279998779296875
2020-07-24,48.4900016784668
2020-07-27,48.47999954223633
2020-07-28,48.18000030517578
2020-07-29,48.02000045776367
2020-07-30,47.689998626708984
2020-07-31,47.2400016784668
2020-08-03,46.29999923706055
2020-08-04,46.689998626708984
2020-08-05,47.220001220703125
2020-08-06,47.47999954223633
2020-08-07,47.79999923706055
2020-08-10,47.720001220703125
2020-08-11,47.93000030517578
2020-08-12,48.43000030517578
2020-08-13,48.380001068115234
2020-08-14,48.45000076293945
2020-08-17,48.209999084472656
2020-08-18,48.41999816894531
2020-08-19,47.369998931884766
2020-08-20,47.349998474121094
2020-08-21,47.279998779296875
2020-08-24,47.970001220703125
2020-08-25,47.90999984741211
2020-08-26,48.15999984741211
2020-08-27,48.22999954223633
2020-08-28,49.83000183105469
2020-08-31,49.529998779296875
2020-09-01,49.119998931884766
2020-09-02,51.189998626708984
2020-09-03,50.47999954223633
2020-09-04,51.040000915527344
2020-09-08,49.810001373291016
2020-09-09,50.189998626708984
2020-09-10,50.0
2020-09-11,51.060001373291016
2020-09-14,50.709999084472656
2020-09-15,51.04999923706055
2020-09-16,50.790000915527344
2020-09-17,50.54999923706055
2020-09-18,50.45000076293945
2020-09-21,49.09000015258789
2020-09-22,49.65999984741211
2020-09-23,48.209999084472656
2020-09-24,48.70000076293945
2020-09-25,48.720001220703125
2020-09-28,49.279998779296875
2020-09-29,48.91999816894531
2020-09-30,49.369998931884766
2020-10-01,49.18000030517578
2020-10-02,49.36000061035156
2020-10-05,49.380001068115234
2020-10-06,48.939998626708984
2020-10-07,49.560001373291016
2020-10-08,50.459999084472656
2020-10-09,50.810001373291016
2020-10-12,51.09000015258789
2020-10-13,50.220001220703125
2020-10-14,50.119998931884766
2020-10-15,49.9900016784668
2020-10-16,50.029998779296875
2020-10-19,49.619998931884766
2020-10-20,50.25
2020-10-21,49.9900016784668
2020-10-22,50.68000030517578
2020-10-23,50.52000045776367
2020-10-26,49.79999923706055
2020-10-27,49.900001525878906
2020-10-28,47.959999084472656
2020-10-29,48.02000045776367
2020-10-30,48.060001373291016
2020-11-02,48.619998931884766
2020-11-03,49.349998474121094
2020-11-04,49.16999816894531
2020-11-05,49.439998626708984
2020-11-06,49.45000076293945
2020-11-09,52.56999969482422
2020-11-10,53.97999954223633
2020-11-11,53.58000183105469
2020-11-12,53.0099983215332
2020-11-13,53.45000076293945
2020-11-16,53.849998474121094
2020-11-17,53.68000030517578
2020-11-18,52.61000061035156
2020-11-19,53.130001068115234
2020-11-20,52.66999816894531
2020-11-23,52.68000030517578
2020-11-24,53.220001220703125
2020-11-25,52.93000030517578
2020-11-27,52.70000076293945
2020-11-30,51.599998474121094
2020-12-01,52.040000915527344
2020-12-02,52.11000061035156
2020-12-03,52.779998779296875
2020-12-04,53.849998474121094
2020-12-07,52.9900016784668
2020-12-08,53.18000030517578
2020-12-09,53.33000183105469
2020-12-10,53.04999923706055
2020-12-11,53.349998474121094
2020-12-14,53.27000045776367
2020-12-15,53.84000015258789
2020-12-16,53.060001373291016
2020-12-17,53.27000045776367
2020-12-18,53.7400016784668
2020-12-21,52.810001373291016
2020-12-22,52.7599983215332
2020-12-23,53.08000183105469
2020-12-24,53.439998626708984
2020-12-28,54.15999984741211
2020-12-29,54.130001068115234
2020-12-30,54.439998626708984
2020-12-31,54.84000015258789
2021-01-04,52.7599983215332
2021-01-05,52.18000030517578
2021-01-06,50.52000045776367
2021-01-07,49.959999084472656
2021-01-08,51.08000183105469
2021-01-11,50.20000076293945
2021-01-12,50.11000061035156
2021-01-13,50.15999984741211
2021-01-14,49.22999954223633
2021-01-15,48.70000076293945
2021-01-19,48.5099983215332
2021-01-20,48.68000030517578
2021-01-21,48.95000076293945
2021-01-22,48.4900016784668
2021-01-25,48.779998779296875
2021-01-26,49.290000915527344
2021-01-27,48.529998779296875
2021-01-28,49.150001525878906
2021-01-29,48.150001525878906
2021-02-01,48.47999954223633
2021-02-02,48.959999084472656
2021-02-03,48.77000045776367
2021-02-04,49.0099983215332
2021-02-05,49.650001525878906
2021-02-08,49.91999816894531
2021-02-09,49.70000076293945
2021-02-10,49.599998474121094
