date,open,high,low,close
2023-01-02,1.070973,1.071237,1.065326,1.070973
2023-01-03,1.067771,1.068262,1.052155,1.067771
2023-01-04,1.054685,1.063151,1.054596,1.054685
2023-01-05,1.060637,1.063264,1.051558,1.060637
2023-01-06,1.052222,1.062225,1.048526,1.052222
2023-01-09,1.065632,1.075951,1.065280,1.065632
2023-01-10,1.073318,1.075685,1.071318,1.073318
2023-01-11,1.073895,1.077470,1.072685,1.073895
2023-01-12,1.076600,1.083835,1.073802,1.076600
2023-01-13,1.086024,1.086779,1.078063,1.086024
2023-01-16,1.082462,1.087548,1.080264,1.082462
2023-01-17,1.083013,1.086909,1.078702,1.083013
2023-01-18,1.079331,1.088447,1.076704,1.079331
2023-01-19,1.079785,1.083306,1.078295,1.079785
2023-01-20,1.083388,1.085658,1.080462,1.083388
2023-01-23,1.086472,1.091953,1.084752,1.086508
2023-01-24,1.087429,1.089681,1.083929,1.087429
2023-01-25,1.088815,1.092263,1.085812,1.088815
2023-01-26,1.092204,1.093255,1.085164,1.092204
2023-01-27,1.089443,1.090156,1.083882,1.089443
2023-01-30,1.087146,1.091501,1.085458,1.087146
2023-01-31,1.085069,1.086838,1.080415,1.085069
2023-02-01,1.086095,1.092443,1.085293,1.086095
2023-02-02,1.101285,1.102657,1.088767,1.101285
2023-02-03,1.090513,1.094068,1.081105,1.090513
2023-02-06,1.079086,1.080030,1.071834,1.079086
2023-02-07,1.073076,1.074600,1.066951,1.073076
2023-02-08,1.072973,1.076021,1.071685,1.072973
2023-02-09,1.071582,1.079040,1.071157,1.071582
2023-02-10,1.074229,1.075176,1.066928,1.074229
2023-02-13,1.067771,1.072501,1.065723,1.067771
2023-02-14,1.073042,1.079844,1.070996,1.073042
2023-02-15,1.073572,1.074460,1.066598,1.073572
2023-02-16,1.069176,1.072225,1.065575,1.069176
2023-02-17,1.066576,1.068148,1.061380,1.066576
2023-02-20,1.068444,1.070549,1.067156,1.068444
2023-02-21,1.068262,1.069564,1.064487,1.068262
2023-02-22,1.065201,1.066553,1.061909,1.065201
2023-02-23,1.060580,1.063038,1.058201,1.060580
2023-02-24,1.059805,1.061425,1.053774,1.059805
2023-02-27,1.055476,1.061864,1.053352,1.055476
2023-02-28,1.061121,1.064500,1.058235,1.061121
2023-03-01,1.057731,1.069107,1.056569,1.057731
2023-03-02,1.066894,1.067270,1.058347,1.066894
2023-03-03,1.059973,1.062925,1.059131,1.059973
2023-03-06,1.062620,1.069381,1.062304,1.062620
2023-03-07,1.068833,1.069633,1.057161,1.068833
2023-03-08,1.055075,1.057328,1.052665,1.055075
2023-03-09,1.054953,1.058649,1.053852,1.054953
2023-03-10,1.058470,1.069862,1.057574,1.058470
2023-03-13,1.068365,1.073722,1.065235,1.068365
2023-03-14,1.072501,1.074714,1.067965,1.072501
2023-03-15,1.072766,1.076009,1.052034,1.072766
2023-03-16,1.058335,1.063456,1.055509,1.058335
2023-03-17,1.061413,1.066963,1.061211,1.061413
2023-03-20,1.067886,1.073053,1.063242,1.067886
2023-03-21,1.071915,1.078725,1.070492,1.071915
2023-03-22,1.077424,1.080147,1.075951,1.077424
2023-03-23,1.087039,1.092900,1.086862,1.087039
2023-03-24,1.083506,1.083900,1.071892,1.083506
2023-03-26,1.077819,1.079600,1.074807,1.077819
2023-03-27,1.080707,1.084900,1.080404,1.080707
2023-03-28,1.083952,1.087200,1.082134,1.083952
2023-03-29,1.084363,1.092395,1.082696,1.084363
2023-03-30,1.090465,1.092586,1.086059,1.090465
2023-04-02,1.080334,1.091572,1.078935,1.080334
2023-04-03,1.091227,1.097165,1.088388,1.091227
2023-04-04,1.096011,1.096924,1.090536,1.096011
2023-04-05,1.090334,1.093016,1.088554,1.090334
2023-04-06,1.092013,1.092538,1.088104,1.092013
2023-04-09,1.091358,1.091822,1.083248,1.091358
2023-04-10,1.086933,1.092669,1.086803,1.086933
2023-04-11,1.091751,1.099856,1.091524,1.091751
2023-04-12,1.099989,1.106900,1.098165,1.099989
2023-04-13,1.105461,1.107542,1.097803,1.105461
2023-04-16,1.098660,1.099904,1.091072,1.098660
2023-04-17,1.092538,1.098346,1.092275,1.092538
2023-04-18,1.097538,1.098660,1.091834,1.097538
2023-04-19,1.095218,1.098901,1.093434,1.095218
2023-04-20,1.097093,1.099251,1.093972,1.097093
2023-04-23,1.099227,1.103424,1.096876,1.099227
2023-04-24,1.105950,1.106807,1.096924,1.105950
2023-04-25,1.097839,1.109410,1.096924,1.097839
2023-04-26,1.104728,1.106562,1.099421,1.104728
2023-04-27,1.103205,1.104374,1.096563,1.103205
2023-04-30,1.101091,1.103558,1.096696,1.101091
2023-05-01,1.096924,1.100522,1.094355,1.096924
2023-05-02,1.101091,1.105816,1.100594,1.101091
2023-05-03,1.106893,1.109139,1.098684,1.106893
2023-05-04,1.102293,1.104800,1.097165,1.102293
2023-05-07,1.101868,1.105339,1.101249,1.101868
2023-05-08,1.099614,1.100110,1.094403,1.099614
2023-05-09,1.096467,1.100473,1.094283,1.096467
2023-05-10,1.098406,1.099868,1.090132,1.098406
2023-05-11,1.091215,1.093518,1.085564,1.091215
2023-05-14,1.085270,1.089206,1.084858,1.085270
2023-05-15,1.087370,1.090358,1.085670,1.087370
2023-05-16,1.086567,1.087548,1.081163,1.086567
2023-05-17,1.083835,1.084952,1.076542,1.083835
2023-05-18,1.077540,1.082392,1.076102,1.077540
2023-05-21,1.082275,1.083072,1.079657,1.082275
2023-05-22,1.081105,1.082134,1.076380,1.081105
2023-05-23,1.076971,1.079937,1.074968,1.076971
2023-05-24,1.075732,1.075419,1.070996,1.075732
