date,close
2020-07-01,97.4000015258789
2020-07-02,98.43000030517578
2020-07-06,99.94999694824219
2020-07-07,97.06999969482422
2020-07-08,98.83999633789062
2020-07-09,96.98999786376953
2020-07-10,97.98999786376953
2020-07-13,96.45999908447266
2020-07-14,96.76000213623047
2020-07-15,98.54000091552734
2020-07-16,97.26000213623047
2020-07-17,96.27999877929688
2020-07-20,95.6500015258789
2020-07-21,98.36000061035156
2020-07-22,98.91000366210938
2020-07-23,98.30000305175781
2020-07-24,98.43000030517578
2020-07-27,97.20999908447266
2020-07-28,96.2699966430664
2020-07-29,96.97000122070312
2020-07-30,96.81999969482422
2020-07-31,97.61000061035156
2020-08-03,98.33000183105469
2020-08-04,97.33000183105469
2020-08-05,100.94000244140625
2020-08-06,100.44999694824219
2020-08-07,101.86000061035156
2020-08-10,105.41000366210938
2020-08-11,105.12000274658203
2020-08-12,105.22000122070312
2020-08-13,106.5199966430664
2020-08-14,106.43000030517578
2020-08-17,105.66000366210938
2020-08-18,106.97000122070312
2020-08-19,108.38999938964844
2020-08-20,108.01000213623047
2020-08-21,109.75
2020-08-24,111.83000183105469
2020-08-25,111.51000213623047
2020-08-26,111.52999877929688
2020-08-27,110.83999633789062
2020-08-28,112.29000091552734
2020-08-31,111.88999938964844
2020-09-01,114.83999633789062
2020-09-02,116.80000305175781
2020-09-03,112.8499984741211
2020-09-04,112.4000015258789
2020-09-08,112.72000122070312
2020-09-09,114.9000015258789
2020-09-10,114.79000091552734
2020-09-11,118.0
2020-09-14,119.27999877929688
2020-09-15,119.2699966430664
2020-09-16,118.58999633789062
2020-09-17,116.36000061035156
2020-09-18,114.66000366210938
2020-09-21,113.37000274658203
2020-09-22,116.87000274658203
2020-09-23,127.11000061035156
2020-09-24,124.75
2020-09-25,124.2300033569336
2020-09-28,124.31999969482422
2020-09-29,126.3499984741211
2020-09-30,125.54000091552734
2020-10-01,126.63999938964844
2020-10-02,126.63999938964844
2020-10-05,127.91000366210938
2020-10-06,127.6500015258789
2020-10-07,130.05999755859375
2020-10-08,129.7100067138672
2020-10-09,130.97999572753906
2020-10-12,129.4600067138672
2020-10-13,129.1999969482422
2020-10-14,127.66000366210938
2020-10-15,129.0
2020-10-16,128.0
2020-10-19,127.43000030517578
2020-10-20,128.49000549316406
2020-10-21,129.42999267578125
2020-10-22,130.02000427246094
2020-10-23,129.99000549316406
2020-10-26,128.3699951171875
2020-10-27,127.98999786376953
2020-10-28,122.08000183105469
2020-10-29,122.86000061035156
2020-10-30,120.08000183105469
2020-11-02,122.38999938964844
2020-11-03,124.58999633789062
2020-11-04,127.33999633789062
2020-11-05,129.6999969482422
2020-11-06,128.89999389648438
2020-11-09,128.9499969482422
2020-11-10,127.70999908447266
2020-11-11,127.66000366210938
2020-11-12,126.63999938964844
2020-11-13,128.27999877929688
2020-11-16,130.11000061035156
2020-11-17,132.2100067138672
2020-11-18,131.6300048828125
2020-11-19,131.91000366210938
2020-11-20,132.97999572753906
2020-11-23,134.1300048828125
2020-11-24,134.6999969482422
2020-11-25,135.5399932861328
2020-11-27,134.25
2020-11-30,134.6999969482422
2020-12-01,135.44000244140625
2020-12-02,135.5800018310547
2020-12-03,136.9600067138672
2020-12-04,137.19000244140625
2020-12-07,138.75
2020-12-08,139.1199951171875
2020-12-09,138.7899932861328
2020-12-10,137.5800018310547
2020-12-11,137.41000366210938
2020-12-14,136.27999877929688
2020-12-15,139.38999938964844
2020-12-16,138.33999633789062
2020-12-17,140.5
2020-12-18,137.27999877929688
2020-12-21,144.02000427246094
2020-12-22,142.4499969482422
2020-12-23,141.75999450683594
2020-12-24,141.60000610351562
2020-12-28,142.42999267578125
2020-12-29,141.57000732421875
2020-12-30,141.5800018310547
2020-12-31,141.47000122070312
2021-01-04,140.10000610351562
2021-01-05,141.22999572753906
2021-01-06,142.35000610351562
2021-01-07,144.9499969482422
2021-01-08,146.35000610351562
2021-01-11,147.0500030517578
2021-01-12,145.0500030517578
2021-01-13,143.0399932861328
2021-01-14,141.3000030517578
2021-01-15,140.72000122070312
2021-01-19,139.27000427246094
2021-01-20,142.8000030517578
2021-01-21,141.61000061035156
2021-01-22,139.35000610351562
2021-01-25,137.5500030517578
2021-01-26,135.10000610351562
2021-01-27,131.02000427246094
2021-01-28,134.72000122070312
2021-01-29,133.58999633789062
2021-02-01,135.7100067138672
2021-02-02,139.58999633789062
2021-02-03,138.6300048828125
2021-02-04,140.6300048828125
2021-02-05,145.11000061035156
2021-02-08,143.41000366210938
2021-02-09,141.7899932861328
2021-02-10,142.4600067138672
2021-02-11,143.5399932861328
2021-02-12,142.1199951171875
2021-02-16,141.7100067138672
2021-02-17,143.99000549316406
2021-02-18,145.08999633789062
2021-02-19,142.02000427246094
2021-02-22,136.6699981689453
2021-02-23,136.1300048828125
2021-02-24,135.64999389648438
2021-02-25,135.5399932861328
2021-02-26,134.77999877929688
2021-03-01,137.64999389648438
2021-03-02,137.02000427246094
2021-03-03,134.25999450683594
2021-03-04,132.0399932861328
2021-03-05,133.35000610351562
2021-03-08,134.55999755859375
2021-03-09,135.9499969482422
2021-03-10,137.58999633789062
2021-03-11,141.19000244140625
2021-03-12,140.4499969482422
2021-03-15,144.94000244140625
2021-03-16,144.64999389648438
2021-03-17,144.82000732421875
2021-03-18,143.1699981689453
2021-03-19,137.49000549316406
2021-03-22,138.27000427246094
2021-03-23,137.1199951171875
2021-03-24,133.16000366210938
2021-03-25,128.63999938964844
2021-03-26,132.99000549316406
2021-03-29,133.49000549316406
2021-03-30,132.9499969482422
2021-03-31,132.88999938964844
2021-04-01,132.52999877929688
2021-04-05,135.1199951171875
2021-04-06,137.16000366210938
2021-04-07,136.5399932861328
2021-04-08,133.67999267578125
2021-04-09,135.4499969482422
2021-04-12,136.63999938964844
2021-04-13,133.5399932861328
2021-04-14,132.25999450683594
2021-04-15,133.6699981689453
2021-04-16,134.30999755859375
2021-04-19,132.57000732421875
2021-04-20,127.11000061035156
2021-04-21,129.89999389648438
2021-04-22,129.17999267578125
2021-04-23,130.19000244140625
2021-04-26,131.60000610351562
2021-04-27,132.11000061035156
2021-04-28,130.7100067138672
2021-04-29,133.25999450683594
2021-04-30,132.6199951171875
2021-05-03,133.02999877929688
2021-05-04,131.5500030517578
2021-05-05,132.2100067138672
2021-05-06,133.49000549316406
2021-05-07,137.80999755859375
2021-05-10,136.39999389648438
2021-05-11,137.1199951171875
2021-05-12,133.38999938964844
2021-05-13,133.61000061035156
2021-05-14,135.92999267578125
2021-05-17,136.41000366210938
2021-05-18,135.55999755859375
2021-05-19,132.9600067138672
2021-05-20,133.27000427246094
2021-05-21,132.66000366210938
2021-05-24,134.05999755859375
2021-05-25,134.32000732421875
2021-05-26,136.88999938964844
2021-05-27,136.55999755859375
2021-05-28,136.4600067138672
2021-06-01,134.50999450683594
2021-06-02,134.1699981689453
2021-06-03,134.1699981689453
2021-06-04,133.74000549316406
2021-06-07,133.9499969482422
2021-06-08,133.35000610351562
2021-06-09,131.83999633789062
2021-06-10,130.97999572753906
2021-06-11,131.94000244140625
2021-06-14,131.36000061035156
2021-06-15,130.2899932861328
2021-06-16,130.39999389648438
2021-06-17,128.9199981689453
2021-06-18,128.41000366210938
2021-06-21,130.0800018310547
2021-06-22,132.47999572753906
2021-06-23,133.10000610351562
2021-06-24,133.60000610351562
2021-06-25,154.35000610351562
2021-06-28,152.36000061035156
2021-06-29,155.9499969482422
2021-06-30,154.49000549316406
2021-07-01,158.0
2021-07-02,159.74000549316406
2021-07-06,160.11000061035156
2021-07-07,160.16000366210938
2021-07-08,160.6300048828125
2021-07-09,161.0
2021-07-12,161.82000732421875
2021-07-13,161.58999633789062
2021-07-14,161.5399932861328
2021-07-15,161.69000244140625
2021-07-16,159.85000610351562
2021-07-19,157.8699951171875
2021-07-20,159.74000549316406
2021-07-21,161.0800018310547
2021-07-22,163.67999267578125
2021-07-23,166.36000061035156
2021-07-26,165.08999633789062
2021-07-27,164.57000732421875
2021-07-28,165.4600067138672
2021-07-29,166.99000549316406
2021-07-30,167.50999450683594
2021-08-02,168.75
2021-08-03,171.22999572753906
2021-08-04,171.91000366210938
2021-08-05,173.85000610351562
2021-08-06,172.8000030517578
2021-08-09,171.77000427246094
2021-08-10,172.27000427246094
2021-08-11,171.27000427246094
2021-08-12,170.63999938964844
2021-08-13,171.69000244140625
2021-08-16,172.36000061035156
2021-08-17,170.66000366210938
2021-08-18,168.80999755859375
2021-08-19,165.58999633789062
2021-08-20,167.7899932861328
2021-08-23,169.72000122070312
2021-08-24,169.97999572753906
2021-08-25,169.83999633789062
2021-08-26,166.9199981689453
2021-08-27,167.5800018310547
2021-08-30,168.02999877929688
2021-08-31,164.74000549316406
2021-09-01,164.55999755859375
2021-09-02,163.6699981689453
2021-09-03,163.2899932861328
2021-09-07,162.63999938964844
2021-09-08,160.7100067138672
2021-09-09,163.33999633789062
2021-09-10,163.58999633789062
2021-09-13,159.52000427246094
2021-09-14,158.75999450683594
2021-09-15,157.91000366210938
2021-09-16,157.60000610351562
2021-09-17,156.4199981689453
2021-09-20,154.25
2021-09-21,155.02000427246094
2021-09-22,157.44000244140625
2021-09-23,159.5800018310547
2021-09-24,149.58999633789062
2021-09-27,148.0399932861328
2021-09-28,145.3000030517578
2021-09-29,146.02000427246094
2021-09-30,145.22999572753906
2021-10-01,147.05999755859375
2021-10-04,147.13999938964844
2021-10-05,149.4600067138672
2021-10-06,148.8000030517578
2021-10-07,151.85000610351562
2021-10-08,152.47999572753906
2021-10-11,150.27999877929688
2021-10-12,153.35000610351562
2021-10-13,156.3000030517578
2021-10-14,157.13999938964844
2021-10-15,158.00999450683594
2021-10-18,159.42999267578125
2021-10-19,157.82000732421875
2021-10-20,158.4499969482422
2021-10-21,162.17999267578125
2021-10-22,163.47999572753906
2021-10-25,164.22000122070312
2021-10-26,163.7899932861328
2021-10-27,162.35000610351562
2021-10-28,164.4600067138672
2021-10-29,167.2899932861328
2021-11-01,166.3300018310547
2021-11-02,167.8300018310547
2021-11-03,172.5
2021-11-04,175.44000244140625
2021-11-05,177.50999450683594
2021-11-08,171.85000610351562
2021-11-09,173.82000732421875
2021-11-10,168.25999450683594
2021-11-11,166.97000122070312
2021-11-12,169.08999633789062
2021-11-15,168.85000610351562
2021-11-16,171.8300018310547
2021-11-17,171.74000549316406
2021-11-18,171.35000610351562
2021-11-19,174.8800048828125
2021-11-22,174.24000549316406
2021-11-23,172.14999389648438
2021-11-24,172.02999877929688
2021-11-26,168.02000427246094
2021-11-29,169.8699951171875
2021-11-30,169.24000549316406
2021-12-01,166.6999969482422
2021-12-02,170.0
2021-12-03,170.24000549316406
2021-12-06,168.91000366210938
2021-12-07,171.2899932861328
2021-12-08,170.25
2021-12-09,168.10000610351562
2021-12-10,169.05999755859375
2021-12-13,166.83999633789062
2021-12-14,165.39999389648438
2021-12-15,163.89999389648438
2021-12-16,162.72000122070312
2021-12-17,161.36000061035156
2021-12-20,156.97999572753906
2021-12-21,166.6300048828125
2021-12-22,165.44000244140625
2021-12-23,165.6699981689453
2021-12-27,167.5800018310547
2021-12-28,166.4199981689453
2021-12-29,168.77999877929688
2021-12-30,167.49000549316406
2021-12-31,166.6699981689453
2022-01-03,164.6699981689453
2022-01-04,166.38999938964844
2022-01-05,162.25
2022-01-06,161.0399932861328
2022-01-07,156.97000122070312
2022-01-10,150.44000244140625
2022-01-11,150.3000030517578
2022-01-12,152.2100067138672
2022-01-13,149.58999633789062
2022-01-14,148.17999267578125
2022-01-18,146.9499969482422
2022-01-19,145.11000061035156
2022-01-20,142.72999572753906
2022-01-21,142.9499969482422
2022-01-24,146.0
2022-01-25,145.47999572753906
2022-01-26,143.99000549316406
2022-01-27,144.63999938964844
2022-01-28,145.91000366210938
2022-01-31,148.07000732421875
2022-02-01,148.22000122070312
2022-02-02,148.7100067138672
2022-02-03,145.30999755859375
2022-02-04,145.38999938964844
2022-02-07,145.13999938964844
2022-02-08,143.52999877929688
2022-02-09,146.25999450683594
2022-02-10,144.82000732421875
2022-02-11,140.17999267578125
