date,open,high,low,close
2023-01-03,62.884998,63.299999,61.189999,61.630001
2023-01-04,61.950001,62.185001,61.110001,61.790001
2023-01-05,61.480000,61.639999,60.485001,60.590000
2023-01-06,61.125000,62.645000,60.404999,62.365002
2023-01-09,62.924999,64.239998,62.904999,63.090000
2023-01-10,62.935001,63.580002,62.599998,63.480000
2023-01-11,63.680000,64.580002,63.485001,64.580002
2023-01-12,64.680000,65.355003,63.889999,65.059998
2023-01-13,64.445000,65.339996,64.294998,65.245003
2023-01-17,65.154999,65.925003,65.074997,65.540001
2023-01-18,65.910004,66.260002,64.654999,64.695000
2023-01-19,64.190002,64.550003,63.705002,63.939999
2023-01-20,64.260002,65.720001,64.029999,65.669998
2023-01-23,65.934998,67.550003,65.785004,67.165001
2023-01-24,66.785004,67.389999,66.684998,67.135002
2023-01-25,66.000000,67.165001,65.385002,66.995003
2023-01-26,67.650002,68.095001,66.949997,68.065002
2023-01-27,67.635002,68.830002,67.605003,68.349998
2023-01-30,67.565002,67.860001,66.989998,67.044998
2023-01-31,67.044998,68.010002,67.000000,67.980003
2023-02-01,67.930000,70.135002,67.605003,69.580002
2023-02-02,70.769997,71.879997,70.445000,71.480003
2023-02-03,70.250000,72.044998,70.144997,70.885002
2023-02-06,70.099998,70.650002,69.754997,70.019997
2023-02-07,70.125000,72.040001,70.095001,71.769997
2023-02-08,71.910004,72.294998,70.760002,70.904999
2023-02-09,72.000000,72.120003,70.235001,70.514999
2023-02-10,69.989998,70.430000,69.525002,70.190002
2023-02-13,70.464996,71.559998,70.419998,71.404999
2023-02-14,71.070000,72.114998,70.625000,71.709999
2023-02-15,71.275002,72.050003,71.105003,72.044998
2023-02-16,71.000000,71.805000,70.739998,70.794998
2023-02-17,70.290001,70.370003,69.300003,69.910004
2023-02-21,68.974998,69.389999,68.190002,68.250000
2023-02-22,68.389999,68.699997,67.824997,68.150002
2023-02-23,69.419998,69.540001,68.305000,69.279999
2023-02-24,68.050003,68.339996,67.650002,68.044998
2023-02-27,68.730003,69.080002,68.285004,68.410004
2023-02-28,68.190002,68.919998,68.070000,68.260002
2023-03-01,68.290001,68.400002,67.550003,67.760002
2023-03-02,67.574997,68.809998,67.459999,68.595001
2023-03-03,69.035004,70.074997,68.970001,70.070000
2023-03-06,70.519997,71.360001,70.349998,70.404999
2023-03-07,70.349998,70.620003,69.355003,69.529999
