ticker,price,expiry,dte,symbol,strike,price~,last,open,high,low,volume,open_interest,iv,observation_date,dte_at_obs,stock_price,entry_premium,price_method,data_source
MA,512.4600219726562,2025-05-09,-316,MA250509P00510000,510.0,512.4600219726562,17.54,17.54,17.54,17.54,,2,,2025-04-14,25,512.4600219726562,17.54,last,entry_snapshot
