ticker,price,expiry,dte,symbol,strike,price~,last,open,high,low,volume,open_interest,iv,observation_date,dte_at_obs,stock_price,entry_premium,price_method,data_source
GOOG,161.47000122070312,2025-05-09,-315,GOOG250509P00160000,160.0,161.47000122070312,6.3,5.75,7.15,5.49,13,66,,2025-04-14,25,161.47000122070312,6.3,last,entry_snapshot
