period,init_date,expiry_date,spot0,strike,premium_pct,settle,premium_income,option_pnl,hedge_pnl,n_switches,period_pnl,equity
2020-09-01_2020-10-02,2020-09-01,2020-10-02,220.66549682617188,240.0,3.8330138472777184,204.46629333496094,36.25078127285081,0.717074607811746,2.6477508544921875,1,3.3648254623039335,3.3648254623039335
2020-10-05_2020-10-30,2020-10-05,2020-10-30,205.4684600830078,222.5,2.639939082278319,200.19985961914062,27.880024275965688,5.579883895106313,5.2686004638671875,0,10.8484843589735,14.213309821277434
2020-11-02_2020-11-27,2020-11-02,2020-11-27,203.2271728515625,220.0,4.9956854889118585,230.85147094726562,37.078007915780155,26.22653696851453,-9.34967041015625,1,16.87686655835828,31.090176379635714
2020-12-28_2021-01-22,2020-12-28,2021-01-22,239.675048828125,260.0,2.965188007230767,235.9468231201172,34.538582780227095,10.485405900344283,0.5504608154296875,1,11.03586671577397,42.126043095409685
2021-01-25_2021-02-19,2021-01-25,2021-02-19,233.41847229003906,252.5,2.817013247552185,235.50222778320312,32.23238628324959,15.234614066452714,-2.0837554931640625,0,13.150858573288652,55.276901668698336
2021-02-22_2021-03-19,2021-02-22,2021-03-19,233.96493530273438,252.5,2.968768497423347,244.29112243652344,32.42681928583461,24.21794172235805,-10.326187133789062,0,13.891754588568986,69.16865625726732
2021-03-22_2021-04-16,2021-03-22,2021-04-16,245.60623168945312,265.0,2.1870285569489973,266.5810241699219,30.13672515993619,28.555700990014316,20.97479248046875,0,49.530493470483066,118.69914972775038
2021-04-19_2021-05-14,2021-04-19,2021-05-14,266.1907958984375,287.5,2.093948426423446,267.7328796386719,32.45700006556126,12.689879704233135,-14.826446533203125,1,-2.1365668289699897,116.56258289878039
2021-05-17_2021-06-11,2021-05-17,2021-06-11,266.6181945800781,287.5,1.8118466898954706,265.02032470703125,30.543231286238296,8.063555993269546,-5.815643310546875,1,2.2479126827226708,118.81049558150306
2021-06-14_2021-07-09,2021-06-14,2021-07-09,265.4197998046875,285.0,2.485037349880823,290.4186706542969,32.77176251356329,27.353091859266414,-27.693023681640625,2,-0.3399318223742114,118.47056375912885
2021-07-12_2021-08-06,2021-07-12,2021-08-06,289.4432678222656,312.5,1.9899219611174899,299.8185729980469,34.576122480477125,21.894695478524,10.37530517578125,0,32.27000065430525,150.7405644134341
2021-08-09_2021-09-03,2021-08-09,2021-09-03,297.6665344238281,320.0,1.6900351106887839,319.8481140136719,32.3948034652383,32.24291747891017,22.18157958984375,0,54.42449706875392,205.16506148218804
2021-09-03_2021-10-01,2021-09-03,2021-10-01,319.8481140136719,345.0,2.3009933035188506,302.6412658691406,39.871253356099984,-2.4874807747593906,-18.41778564453125,1,-20.90526641929064,184.2597950628974
2021-10-04_2021-10-29,2021-10-04,2021-10-29,297.6385498046875,320.0,2.5352906969191467,335.2430725097656,37.45345512259911,22.210382612833484,-8.433319091796875,1,13.77706352103661,198.03685858393402
2021-11-01_2021-11-26,2021-11-01,2021-11-26,332.000732421875,355.0,2.07981533481644,330.3936462402344,36.80927186735111,12.202918107585482,-1.607086181640625,0,10.595831925944857,208.63269050987887
2021-12-27_2022-01-21,2021-12-27,2022-01-21,388.0723876953125,415.0,2.142874410165286,314.4160461425781,43.559420082368035,-57.02453377505384,3.896209716796875,1,-53.128324058256965,155.5043664516219
