month,spot0,strike,settle,option_pnl,wing_pnl,hedge_pnl,fees,n_switches,month_pnl,ret_pct
2023-02,74.33,74,72.03,0.1065,0.0,-2.94,0.174,5,-3.0075,-4.0461
2023-03,71.5,72,74.71,0.0474,0.0,2.92,0.0863,1,2.8811,4.0295
2023-04,75.1,75,77.44,-0.3384,0.0,2.37,0.0642,0,1.9674,2.6198
2023-05,77.5,78,72.67,-3.1509,0.0,2.52,0.1381,3,-0.7689,-0.9922
2023-06,72.61,73,74.17,0.7059,0.0,-4.95,0.1534,4,-4.3976,-6.0564
2023-07,74.75,75,75.75,1.1132,0.0,0.45,0.1102,2,1.4531,1.9439
2023-08,75.34,75,72.76,0.0505,0.0,1.78,0.0898,1,1.7407,2.3105
2023-09,72.14,72,68.81,-1.3476,0.0,-0.04,0.1494,4,-1.537,-2.1305
2023-10,68.34,68,67.86,2.275,0.0,0.28,0.0607,0,2.4943,3.6499
2023-11,67.79,68,70.66,-0.4219,0.0,0.55,0.0815,1,0.0466,0.0687
2023-12,70.95,71,72.03,0.5956,0.0,-0.39,0.1475,4,0.0581,0.0819
2024-01,72.84,73,72.92,2.043,0.0,-2.13,0.1517,4,-0.2387,-0.3277
2024-02,74.41,74,74.45,2.0907,0.0,-1.74,0.1097,2,0.241,0.3239
2024-03,74.46,74,76.36,0.0327,0.0,2.19,0.065,0,2.1577,2.8977
2024-04,75.75,76,75.5,1.5394,0.0,0.73,0.1124,2,2.157,2.8475
2024-05,75.02,75,77.34,-0.5246,0.0,1.25,0.0906,1,0.6348,0.8462
2024-06,77.31,77,76.58,1.5047,0.0,-1.2,0.135,3,0.1696,0.2194
2024-07,76.04,76,77.85,-0.0904,0.0,-0.9,0.092,1,-1.0823,-1.4234
2024-08,78.57,79,82.51,-0.5082,0.0,1.76,0.1177,2,1.1341,1.4434
2024-09,83.09,83,83.0,2.2058,0.0,-1.82,0.1474,3,0.2384,0.287
2024-10,82.72,83,80.12,-0.6755,0.0,2.38,0.074,0,1.6305,1.9711
2024-11,80.15,80,83.22,-0.7711,0.0,-3.45,0.192,5,-4.4131,-5.506
2024-12,83.12,83,78.61,-2.4594,0.0,2.72,0.0979,1,0.1626,0.1956
2025-01,78.37,78,78.98,1.6313,0.0,-2.02,0.0938,1,-0.4825,-0.6157
2025-02,79.29,79,83.08,-1.4634,0.0,4.06,0.0679,0,2.5287,3.1892
2025-03,83.52,84,81.67,1.5939,0.0,-2.17,0.1217,2,-0.6978,-0.8354
2025-04,81.79,82,81.83,3.2751,0.0,-13.68,0.1444,3,-10.5493,-12.8981
2025-05,81.12,81,82.83,0.633,0.0,-1.59,0.1208,2,-1.0779,-1.3287
2025-06,82.88,83,80.97,-0.2179,0.0,-0.09,0.0972,1,-0.4051,-0.4888
2025-07,81.98,82,79.78,-0.6509,0.0,-0.48,0.1466,3,-1.2775,-1.5583
2025-08,80.16,80,80.78,2.1905,0.0,-2.34,0.1194,2,-0.269,-0.3355
2025-09,80.65,81,78.37,0.6118,0.0,1.88,0.0706,0,2.4213,3.0022
2025-10,78.25,78,76.28,1.6115,0.0,-0.75,0.1172,2,0.7443,0.9512
2025-11,75.68,76,79.37,-0.3431,0.0,-1.71,0.1345,3,-2.1876,-2.8907
2025-12,79.29,79,77.68,1.6905,0.0,-2.69,0.1415,3,-1.141,-1.4391
2026-01,77.69,78,83.51,-3.1858,0.0,4.21,0.0927,1,0.9314,1.1989
2026-02,84.5,84,90.01,-2.7711,0.0,5.89,0.0726,0,3.0463,3.6051
2026-03,88.71,89,81.98,-2.069,0.0,5.29,0.1042,1,3.1168,3.5134
2026-04,81.46,81,84.31,1.2544,0.0,-3.86,0.1958,5,-2.8015,-3.4391
2026-05,84.17,84,82.91,1.8823,0.0,0.61,0.1494,3,2.3429,2.7835
2026-06,82.03,82,83.3,0.7537,0.0,-0.72,0.0882,1,-0.0545,-0.0665
