month,spot0,strike,settle,option_pnl,wing_pnl,hedge_pnl,fees,n_switches,month_pnl,ret_pct
2023-01,1.0874,1.085,1.0851,0.0119,0.0,-0.0037,0.0003,0,0.0078,0.7187
2023-02,1.0861,1.085,1.0611,-0.0043,0.0,-0.0163,0.0004,1,-0.021,-1.935
2023-03,1.0577,1.06,1.0905,-0.01,0.0,-0.0297,0.0009,5,-0.0405,-3.8321
2023-04,1.0803,1.08,1.1011,-0.0012,0.0,0.0099,0.0003,0,0.0083,0.7715
2023-05,1.0969,1.095,1.0695,-0.0046,0.0,0.0238,0.0005,2,0.0186,1.6972
2023-06,1.0761,1.075,1.0868,0.0047,0.0,0.0091,0.0005,2,0.0133,1.2322
2023-07,1.0908,1.09,1.0998,0.0057,0.0,-0.0048,0.0005,2,0.0003,0.0291
2023-08,1.1008,1.1,1.0844,0.0013,0.0,0.01,0.0003,0,0.011,0.996
2023-09,1.0776,1.08,1.0562,-0.0068,0.0,0.0232,0.0003,0,0.0161,1.4922
2023-10,1.0565,1.055,1.0615,0.0109,0.0,-0.0261,0.0006,3,-0.0159,-1.5026
2023-11,1.0579,1.06,1.0974,-0.0209,0.0,0.0387,0.0003,0,0.0174,1.6459
2023-12,1.0892,1.09,1.1068,-0.0007,0.0,0.0166,0.0004,1,0.0155,1.4212
2024-01,1.1056,1.105,1.0843,-0.0034,0.0,-0.0027,0.0004,1,-0.0065,-0.5874
2024-02,1.0804,1.08,1.0839,0.0122,0.0,0.0086,0.0006,3,0.0202,1.8673
2024-03,1.0805,1.08,1.0793,0.0141,0.0,0.0041,0.0004,1,0.0177,1.6423
2024-04,1.0737,1.075,1.0667,0.0062,0.0,-0.0199,0.0006,3,-0.0144,-1.3393
2024-05,1.0722,1.07,1.0835,0.0029,0.0,0.0052,0.0004,1,0.0077,0.7192
2024-06,1.0853,1.085,1.0735,0.0021,0.0,-0.0063,0.0005,2,-0.0048,-0.4411
2024-07,1.0737,1.075,1.0824,0.0152,0.0,0.0076,0.0003,0,0.0225,2.0916
2024-08,1.0788,1.08,1.108,-0.0053,0.0,0.0089,0.0004,1,0.0031,0.2918
2024-09,1.1045,1.105,1.1137,0.0086,0.0,-0.0105,0.0007,3,-0.0026,-0.2346
2024-10,1.1064,1.105,1.0859,-0.0014,0.0,0.0189,0.0003,0,0.0172,1.5583
2024-11,1.0886,1.09,1.0563,-0.0144,0.0,0.0153,0.0004,1,0.0004,0.0365
2024-12,1.0545,1.055,1.0406,0.0039,0.0,0.0113,0.0004,1,0.0148,1.4019
2025-01,1.0352,1.035,1.0397,0.0122,0.0,-0.0146,0.0004,1,-0.0028,-0.2716
2025-02,1.0248,1.025,1.0395,0.0024,0.0,-0.0201,0.0004,1,-0.0181,-1.7653
2025-03,1.0414,1.04,1.0819,-0.022,0.0,-0.0322,0.0005,2,-0.0547,-5.2555
