period,init_date,expiry_date,spot0,strike,premium_pct,settle,premium_income,option_pnl,hedge_pnl,txn_cost,n_switches,period_pnl,equity
2020-09-01_2020-10-02,2020-09-01,2020-10-02,139.19000244140625,139.0,3.025224458438519,138.05999755859375,8.611622436523437,7.671619995117187,-11.768179885864258,0.13817500305175784,2,-4.096559890747072,-4.096559890747072
2020-10-05_2020-10-30,2020-10-05,2020-10-30,137.92999267578125,138.0,2.3505185090127863,133.2899932861328,6.554147338867187,1.8441406249999996,-8.564155609130859,0.20415499877929688,3,-6.720014984130859,-10.816574874877931
2020-11-02_2020-11-27,2020-11-02,2020-11-27,135.14999389648438,135.0,3.8215688045531366,144.60000610351562,10.479693908691406,0.8796878051757808,3.580968894958496,0.06902500152587891,1,4.460656700134277,-6.355918174743654
2020-12-28_2021-01-22,2020-12-28,2021-01-22,146.91000366210938,147.0,1.7514736452229327,138.58999633789062,5.236176330566407,-3.1738273315429684,2.9678735427856444,0.07213500213623047,1,-0.20595378875732395,-6.561871963500979
2021-01-25_2021-02-19,2021-01-25,2021-02-19,140.17999267578125,140.0,2.211314145588318,132.50999450683594,6.3796326904296885,-1.110372802734374,-6.649290893554688,0.27925,4,-7.759663696289062,-14.32153565979004
2021-02-22_2021-03-19,2021-02-22,2021-03-19,131.99000549316406,132.0,2.4001893042355475,134.5,6.346014495849609,3.8460144958496087,-0.7367881698608398,0.06679000091552735,1,3.109226325988769,-11.212309333801272
2021-03-22_2021-04-16,2021-03-22,2021-04-16,137.8000030517578,138.0,1.9682147582605911,144.16000366210938,5.624396942138672,-0.5356067199707031,6.3600006103515625,0.0,0,5.824393890380859,-5.387915443420413
2021-04-19_2021-05-14,2021-04-19,2021-05-14,144.75,145.0,1.5096718480138167,146.58999633789062,4.6205,3.030503662109375,-10.649095344543458,0.289109992980957,4,-7.618591682434083,-13.006507125854496
2021-05-17_2021-06-11,2021-05-17,2021-06-11,146.1699981689453,146.0,1.8018950775294098,147.69000244140625,5.437658172607421,3.7476557312011707,1.5200042724609375,0.0,0,5.267660003662108,-7.738847122192388
2021-06-14_2021-07-09,2021-06-14,2021-07-09,148.57000732421875,149.0,1.7240559106159754,149.47999572753906,5.552852661132812,5.07285693359375,-3.2981241607666014,0.14811500549316406,2,1.7747327728271483,-5.964114349365239
2021-07-12_2021-08-06,2021-07-12,2021-08-06,149.50999450683594,150.0,1.9399973995454507,154.3300018310547,6.29098550415039,1.9609836730957024,4.82000732421875,0.0,0,6.780990997314452,0.8168766479492131
2021-08-09_2021-09-03,2021-08-09,2021-09-03,154.35000610351562,155.0,2.1351796978137076,157.08999633789062,7.2412938842773436,5.1512975463867186,-0.15531500244140625,0.15531500244140625,2,4.9959825439453125,5.812859191894526
2021-09-03_2021-10-01,2021-09-03,2021-10-01,157.08999633789062,155.0,0.7657457710258814,150.9499969482422,4.495816345214844,0.44581329345703136,-4.3926784057617185,0.23269000244140625,3,-3.946865112304687,1.8659940795898384
2021-10-04_2021-10-29,2021-10-04,2021-10-29,150.1999969482422,150.0,1.511185119287262,161.60000610351562,4.739596954345703,-6.860409149169922,1.8025096206665039,0.0774800033569336,1,-5.057899528503419,-3.1919054489135803
