date,dvol_close
2019-04-03,14.4549
2019-04-04,14.7664
2019-04-05,14.6209
2019-04-08,14.3517
2019-04-09,15.6511
2019-04-10,14.5888
2019-04-11,14.2371
2019-04-12,13.1077
2019-04-15,13.4666
2019-04-16,13.4659
2019-04-17,13.8491
2019-04-18,13.3487
2019-04-22,13.8777
2019-04-23,13.8468
2019-04-24,14.7701
2019-04-25,14.9915
2019-04-26,14.4210
2019-04-29,15.0764
2019-04-30,14.9743
2019-05-01,17.0504
2019-05-02,16.6372
2019-05-03,14.1813
2019-05-06,17.1440
2019-05-07,20.7307
2019-05-08,20.7192
2019-05-09,20.6086
2019-05-10,17.1601
2019-05-13,22.2303
2019-05-14,19.4897
2019-05-15,17.6776
2019-05-16,16.3594
2019-05-17,17.3212
2019-05-20,17.6694
2019-05-21,16.0803
2019-05-22,16.0992
2019-05-23,18.4086
2019-05-24,17.2107
2019-05-28,18.8443
2019-05-29,19.3247
2019-05-30,18.6818
2019-05-31,20.0459
2019-06-03,20.3603
2019-06-04,18.4754
2019-06-05,17.4393
2019-06-06,17.1207
2019-06-07,17.5438
2019-06-10,17.3680
2019-06-11,17.4530
2019-06-12,17.4327
2019-06-13,17.3838
2019-06-14,16.7812
2019-06-17,16.7600
2019-06-18,16.3710
2019-06-19,15.5065
2019-06-20,15.8345
2019-06-21,16.7302
2019-06-24,16.6033
2019-06-25,17.7291
2019-06-26,17.7297
2019-06-27,17.3112
2019-06-28,16.5028
2019-07-01,15.4440
2019-07-02,14.1960
2019-07-03,13.7292
2019-07-05,14.4229
2019-07-08,15.0775
2019-07-09,15.2022
2019-07-10,13.9579
2019-07-11,13.8378
2019-07-12,13.3982
2019-07-15,13.7519
2019-07-16,13.9253
2019-07-17,15.1598
2019-07-18,14.6806
2019-07-19,15.6845
2019-07-22,14.6505
2019-07-23,13.5759
2019-07-24,13.0037
2019-07-25,13.6805
2019-07-26,12.9642
2019-07-29,13.6898
2019-07-30,14.9323
2019-07-31,17.0788
2019-08-01,19.1207
2019-08-02,18.7897
2019-08-05,25.1510
2019-08-06,20.8308
2019-08-07,20.1627
2019-08-08,17.3526
2019-08-09,18.5300
2019-08-12,21.5565
2019-08-13,17.8748
2019-08-14,22.4297
2019-08-15,21.5075
2019-08-16,18.5695
2019-08-19,16.9700
2019-08-20,17.5489
2019-08-21,16.0560
2019-08-22,16.9717
2019-08-23,20.1402
2019-08-26,19.5937
2019-08-27,20.5654
2019-08-28,19.6717
2019-08-29,18.2566
2019-08-30,19.3415
2019-09-03,19.7730
2019-09-04,17.4383
2019-09-05,16.5794
2019-09-06,15.2047
2019-09-09,15.4455
2019-09-10,15.3902
2019-09-11,14.7462
2019-09-12,14.3041
2019-09-13,13.8280
2019-09-16,14.9424
2019-09-17,14.8069
2019-09-18,14.3071
2019-09-19,14.4789
2019-09-20,15.8986
2019-09-23,15.4537
2019-09-24,17.7568
2019-09-25,16.6598
2019-09-26,16.7632
2019-09-27,17.9583
2019-09-30,17.0208
2019-10-01,19.3134
2019-10-02,21.3172
2019-10-03,19.7369
2019-10-04,17.4704
2019-10-07,18.3057
2019-10-08,20.5661
2019-10-09,18.8651
2019-10-10,17.6385
2019-10-11,15.6369
2019-10-14,14.6316
2019-10-15,13.5413
2019-10-16,13.7070
2019-10-17,13.8086
2019-10-18,14.2577
2019-10-21,13.9822
2019-10-22,14.4662
2019-10-23,14.0212
2019-10-24,13.7438
2019-10-25,12.6512
2019-10-28,13.0592
2019-10-29,13.1860
2019-10-30,12.2601
2019-10-31,13.1638
2019-11-01,12.5358
2019-11-04,13.0544
2019-11-05,13.3125
2019-11-06,12.8881
2019-11-07,13.0060
2019-11-08,12.3060
2019-11-11,12.9301
2019-11-12,13.0617
2019-11-13,13.4072
2019-11-14,13.6511
2019-11-15,12.5470
2019-11-18,13.1371
2019-11-19,13.2927
2019-11-20,13.1781
2019-11-21,13.9349
2019-11-22,13.2461
2019-11-25,12.7845
2019-11-26,12.3127
2019-11-27,12.5635
2019-11-29,13.4473
2019-12-02,15.8802
2019-12-03,17.2007
2019-12-04,15.4588
2019-12-05,15.1440
2019-12-06,14.1205
2019-12-09,16.3532
2019-12-10,16.2929
2019-12-11,15.5382
2019-12-12,14.4557
2019-12-13,12.7504
2019-12-16,12.1316
2019-12-17,12.3209
2019-12-18,12.5930
2019-12-19,12.2344
2019-12-20,12.2330
2019-12-23,12.2553
2019-12-24,12.1844
2019-12-26,12.4367
2019-12-27,13.2885
2019-12-30,14.5062
2019-12-31,13.8337
2020-01-02,12.9214
2020-01-03,14.6024
2020-01-06,14.7985
2020-01-07,14.7279
2020-01-08,15.4001
2020-01-09,14.4125
2020-01-10,14.4963
2020-01-13,14.0982
2020-01-14,14.1618
2020-01-15,14.3953
2020-01-16,14.2889
2020-01-17,14.0482
2020-01-21,15.1063
2020-01-22,15.3136
2020-01-23,15.3447
2020-01-24,17.2873
2020-01-27,20.4682
2020-01-28,18.1683
2020-01-29,18.3568
2020-01-30,17.2041
2020-01-31,18.6555
2020-02-03,17.6920
2020-02-04,16.2120
2020-02-05,15.0064
2020-02-06,14.8530
2020-02-07,15.2935
2020-02-10,14.9318
2020-02-11,15.2069
2020-02-12,13.9002
2020-02-13,14.3123
2020-02-14,13.8085
2020-02-18,14.8991
2020-02-19,14.5465
2020-02-20,15.6305
2020-02-21,17.0823
2020-02-24,24.8669
2020-02-25,26.6746
2020-02-26,26.4371
2020-02-27,36.1568
2020-02-28,36.9590
2020-03-02,29.5064
2020-03-03,32.1538
2020-03-04,27.4584
2020-03-05,34.6981
2020-03-06,36.7174
2020-03-09,45.3936
2020-03-10,40.4788
2020-03-11,47.3362
2020-03-12,68.9285
2020-03-13,50.7856
2020-03-16,77.2878
2020-03-17,70.0595
2020-03-18,71.0165
2020-03-19,67.7256
2020-03-20,61.3784
2020-03-23,57.0560
2020-03-24,57.4283
2020-03-25,59.6067
2020-03-26,56.1833
2020-03-27,60.3939
2020-03-30,52.3700
2020-03-31,49.1714
2020-04-01,52.4085
2020-04-02,46.5302
2020-04-03,42.7902
2020-04-06,42.0484
2020-04-07,43.4901
2020-04-08,40.3515
2020-04-09,38.8208
2020-04-13,38.3447
2020-04-14,35.3232
2020-04-15,38.2113
2020-04-16,37.5667
2020-04-17,35.7564
2020-04-20,41.0811
2020-04-21,42.5089
2020-04-22,39.2877
2020-04-23,38.7257
2020-04-24,33.6224
2020-04-27,31.1784
2020-04-28,31.4504
2020-04-29,29.2180
2020-04-30,31.9490
2020-05-01,34.9861
2020-05-04,33.8461
2020-05-05,31.5906
2020-05-06,32.0928
2020-05-07,29.5939
2020-05-08,26.3503
2020-05-11,25.9531
2020-05-12,31.1043
2020-05-13,33.1982
2020-05-14,30.6999
2020-05-15,30.0479
2020-05-18,27.6761
2020-05-19,28.8301
2020-05-20,26.4090
2020-05-21,27.8423
2020-05-22,26.5306
2020-05-26,26.4262
2020-05-27,26.0557
2020-05-28,27.0531
2020-05-29,26.0246
2020-06-01,26.8286
2020-06-02,25.5392
2020-06-03,24.5290
2020-06-04,24.6281
2020-06-05,23.3791
2020-06-08,25.0195
2020-06-09,26.7129
2020-06-10,26.6229
2020-06-11,38.9197
2020-06-12,35.3898
2020-06-15,32.2325
2020-06-16,32.0638
2020-06-17,31.4658
2020-06-18,30.6703
2020-06-19,33.4480
2020-06-22,30.6430
2020-06-23,30.2901
2020-06-24,32.5426
2020-06-25,31.9281
2020-06-26,34.2538
2020-06-29,31.7723
2020-06-30,30.2686
2020-07-01,28.5993
2020-07-02,27.8982
2020-07-06,28.1731
2020-07-07,28.9381
2020-07-08,27.5429
2020-07-09,28.8878
2020-07-10,26.9276
2020-07-13,31.9883
2020-07-14,28.9171
2020-07-15,27.2192
2020-07-16,27.4021
2020-07-17,25.1604
2020-07-20,24.0667
2020-07-21,24.7269
2020-07-22,24.3091
2020-07-23,26.1538
2020-07-24,25.8140
2020-07-27,24.6376
2020-07-28,25.4462
2020-07-29,24.2930
2020-07-30,24.9969
2020-07-31,24.0018
2020-08-03,23.8241
2020-08-04,23.3813
2020-08-05,22.7521
2020-08-06,22.3556
2020-08-07,21.8830
2020-08-10,21.8536
2020-08-11,23.5495
2020-08-12,21.8061
2020-08-13,21.6245
2020-08-14,21.4948
2020-08-17,20.5832
2020-08-18,20.8716
2020-08-19,22.0339
2020-08-20,22.3267
2020-08-21,22.1321
2020-08-24,21.9941
2020-08-25,21.6333
2020-08-26,22.5850
2020-08-27,23.8417
2020-08-28,22.3189
2020-08-31,25.6807
2020-09-01,25.2414
2020-09-02,25.5753
2020-09-03,32.2115
2020-09-04,29.5313
2020-09-08,29.3264
