date,open,high,low,close
2019-01-02,245.979996,251.210007,245.949997,250.179993
2019-01-03,248.229996,248.570007,243.669998,244.210007
2019-01-04,247.589996,253.110001,247.169998,252.389999
2019-01-07,252.690002,255.949997,251.690002,254.380005
2019-01-08,256.820007,257.309998,254.000000,256.769989
2019-01-09,257.559998,258.910004,256.190002,257.970001
2019-01-10,256.260010,259.160004,255.500000,258.880005
2019-01-11,257.679993,259.010010,257.029999,258.980011
2019-01-14,256.859985,258.299988,256.410004,257.399994
2019-01-15,257.820007,260.700012,257.809998,260.350006
2019-01-16,260.829987,261.970001,260.600006,260.980011
2019-01-17,260.010010,263.920013,259.959991,262.959991
2019-01-18,264.980011,266.980011,263.000000,266.459991
2019-01-22,264.820007,265.059998,261.059998,262.859985
2019-01-23,264.010010,264.790009,260.660004,263.410004
2019-01-24,263.209991,264.200012,262.079987,263.549988
2019-01-25,265.609985,266.700012,263.660004,265.779999
2019-01-28,263.390015,263.829987,261.790009,263.760010
2019-01-29,263.920013,264.549988,262.480011,263.410004
2019-01-30,265.100006,268.519989,264.250000,267.579987
2019-01-31,267.510010,270.470001,267.269989,269.929993
2019-02-01,270.149994,271.200012,269.179993,270.059998
2019-02-04,270.109985,272.029999,269.359985,271.959991
2019-02-05,272.440002,273.440002,271.880005,273.100006
2019-02-06,272.790009,273.339996,271.920013,272.739990
2019-02-07,270.940002,271.549988,268.290009,270.140015
2019-02-08,268.750000,270.579987,267.829987,270.470001
2019-02-11,271.200012,271.489990,270.029999,270.619995
2019-02-12,272.420013,274.519989,272.339996,274.100006
2019-02-13,275.029999,275.929993,274.559998,274.989990
2019-02-14,273.779999,275.640015,272.869995,274.380005
2019-02-15,276.359985,277.410004,276.130005,277.369995
2019-02-19,276.480011,278.579987,276.470001,277.850006
2019-02-20,277.809998,278.920013,277.250000,278.410004
2019-02-21,277.700012,278.100006,276.350006,277.420013
2019-02-22,278.109985,279.359985,277.399994,279.140015
2019-02-25,280.730011,281.309998,279.429993,279.519989
2019-02-26,279.130005,280.299988,278.899994,279.320007
2019-02-27,278.519989,279.589996,277.480011,279.200012
2019-02-28,278.959991,279.450012,278.320007,278.679993
2019-03-01,280.440002,280.880005,278.820007,280.420013
2019-03-04,281.600006,281.869995,276.839996,279.399994
2019-03-05,279.540009,279.760010,278.410004,279.019989
2019-03-06,279.149994,279.160004,276.970001,277.329987
2019-03-07,276.829987,276.989990,274.070007,275.010010
