date,open,high,low,close
2019-01-02,48.660000,50.160000,48.395000,49.880001
2019-01-03,49.500000,49.619999,48.715000,48.799999
2019-01-04,49.459999,50.785000,49.360001,50.415001
2019-01-07,50.654999,51.884998,50.630001,51.555000
2019-01-08,52.090000,52.404999,51.384998,52.125000
2019-01-09,52.250000,52.619999,51.924999,52.389999
2019-01-10,51.740002,52.305000,51.529999,52.240002
2019-01-11,52.070000,52.459999,51.974998,52.290001
2019-01-14,51.875000,52.355000,51.619999,51.970001
2019-01-15,51.980000,52.540001,51.900002,52.439999
2019-01-16,52.459999,52.744999,52.290001,52.320000
2019-01-17,52.055000,52.830002,51.970001,52.674999
2019-01-18,53.200001,53.630001,53.020000,53.404999
2019-01-22,53.165001,53.290001,52.169998,52.605000
2019-01-23,52.834999,53.025002,52.110001,52.709999
2019-01-24,52.744999,52.985001,52.599998,52.930000
2019-01-25,53.470001,53.709999,53.384998,53.514999
2019-01-28,52.990002,53.209999,52.685001,53.205002
2019-01-29,53.060001,53.154999,52.535000,52.860001
2019-01-30,53.279999,54.055000,53.240002,53.900002
2019-01-31,53.980000,54.575001,53.735001,54.389999
2019-02-01,53.924999,54.125000,53.480000,53.595001
2019-02-04,53.520000,53.970001,53.445000,53.945000
2019-02-05,54.110001,54.540001,54.110001,54.450001
2019-02-06,54.465000,54.605000,54.009998,54.224998
2019-02-07,53.840000,53.970001,53.334999,53.779999
2019-02-08,53.445000,53.570000,53.180000,53.564999
2019-02-11,53.744999,53.875000,53.580002,53.660000
2019-02-12,54.005001,54.544998,53.910000,54.485001
2019-02-13,54.709999,54.974998,54.580002,54.855000
2019-02-14,54.419998,54.950001,54.154999,54.654999
2019-02-15,54.994999,55.145000,54.845001,55.029999
2019-02-19,54.860001,55.419998,54.860001,55.255001
2019-02-20,55.290001,55.494999,54.805000,55.365002
2019-02-21,55.235001,55.419998,55.044998,55.255001
2019-02-22,55.389999,55.580002,55.305000,55.555000
2019-02-25,55.884998,55.955002,55.340000,55.369999
2019-02-26,55.150002,55.525002,55.110001,55.445000
2019-02-27,55.384998,55.564999,55.035000,55.404999
2019-02-28,55.205002,55.259998,54.855000,55.105000
2019-03-01,55.555000,55.775002,55.185001,55.549999
2019-03-04,55.790001,55.884998,54.970001,55.375000
2019-03-05,55.570000,55.750000,55.430000,55.514999
2019-03-06,55.570000,55.805000,55.230000,55.255001
